date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:04:23	27240/27240	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2001%20Dec%202022%2001:05:25%20GMT	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/all/themes/gavias_mdeal/css/fonts/glyphicons-halflings-regular.eot	C:/My%20Web%20Sites/proye/institutomisionerosmonfortianos.drelm.edu.pe/sites/all/themes/gavias_mdeal/css/fonts/glyphicons-halflings-regular.eot	(from http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/css/css_agP3ke4zlCZeyGVdqdAjnkvDuRkmTes0MWxFcRkJkUs.css)
20:04:23	412464/412464	---M--	200	added ('OK')	image/png	etag:%2264b30-5edc2067f6d68%22	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/styles/medium/public/foto_noticia/IESTP.png?itok=1E-wc1ht	C:/My%20Web%20Sites/proye/institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/styles/medium/public/foto_noticia/IESTP0f01.png	(from http://institutomisionerosmonfortianos.drelm.edu.pe/)
20:04:25	27243/27243	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2001%20Dec%202022%2001:05:27%20GMT	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/all/themes/gavias_mdeal/css/fonts/glyphicons-halflings-regular.eot?	C:/My%20Web%20Sites/proye/institutomisionerosmonfortianos.drelm.edu.pe/sites/all/themes/gavias_mdeal/css/fonts/glyphicons-halflings-regulard41d.eot	(from http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/css/css_agP3ke4zlCZeyGVdqdAjnkvDuRkmTes0MWxFcRkJkUs.css)
20:04:27	27244/27244	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2001%20Dec%202022%2001:05:29%20GMT	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/all/themes/gavias_mdeal/css/fonts/glyphicons-halflings-regular.woff	C:/My%20Web%20Sites/proye/institutomisionerosmonfortianos.drelm.edu.pe/sites/all/themes/gavias_mdeal/css/fonts/glyphicons-halflings-regular.woff	(from http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/css/css_agP3ke4zlCZeyGVdqdAjnkvDuRkmTes0MWxFcRkJkUs.css)
20:04:30	27240/27240	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2001%20Dec%202022%2001:05:31%20GMT	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/all/themes/gavias_mdeal/css/fonts/glyphicons-halflings-regular.ttf	C:/My%20Web%20Sites/proye/institutomisionerosmonfortianos.drelm.edu.pe/sites/all/themes/gavias_mdeal/css/fonts/glyphicons-halflings-regular.ttf	(from http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/css/css_agP3ke4zlCZeyGVdqdAjnkvDuRkmTes0MWxFcRkJkUs.css)
20:04:30	139957/139957	---M--	200	added ('OK')	image/jpeg	etag:%22222b5-5bb005eb63076%22	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/IESTP%20MM-4_0.jpeg	C:/My%20Web%20Sites/proye/institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/IESTP%20MM-4_0.jpg	(from http://institutomisionerosmonfortianos.drelm.edu.pe/)
20:04:31	27240/27240	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2001%20Dec%202022%2001:05:34%20GMT	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/all/themes/gavias_mdeal/css/fonts/glyphicons-halflings-regular.svg	C:/My%20Web%20Sites/proye/institutomisionerosmonfortianos.drelm.edu.pe/sites/all/themes/gavias_mdeal/css/fonts/glyphicons-halflings-regular.svg	(from http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/css/css_agP3ke4zlCZeyGVdqdAjnkvDuRkmTes0MWxFcRkJkUs.css)
20:04:32	116/116	---M--	200	added ('OK')	image/png	etag:%2274-53768a05b0780%22	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/all/themes/gavias_mdeal/vendor/owl-carousel/grabbing.png	C:/My%20Web%20Sites/proye/institutomisionerosmonfortianos.drelm.edu.pe/sites/all/themes/gavias_mdeal/vendor/owl-carousel/grabbing.png	(from http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/css/css_CFc68OHR427oxxLBnFJYf2tfn6RNngSfex72A1FhrsM.css)
20:04:32	1517/1517	---M--	200	added ('OK')	image/gif	etag:%225ed-53768a05b0780%22	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/all/themes/gavias_mdeal/vendor/owl-carousel/AjaxLoader.gif	C:/My%20Web%20Sites/proye/institutomisionerosmonfortianos.drelm.edu.pe/sites/all/themes/gavias_mdeal/vendor/owl-carousel/AjaxLoader.gif	(from http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/css/css_CFc68OHR427oxxLBnFJYf2tfn6RNngSfex72A1FhrsM.css)
20:04:33	6682/6682	---M--	200	added ('OK')	image/png	etag:%221a1a-53768a05b0780%22	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/all/themes/gavias_mdeal/vendor/prettyphoto/images/prettyPhoto/default/sprite.png	C:/My%20Web%20Sites/proye/institutomisionerosmonfortianos.drelm.edu.pe/sites/all/themes/gavias_mdeal/vendor/prettyphoto/images/prettyPhoto/default/sprite.png	(from http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/css/css_CFc68OHR427oxxLBnFJYf2tfn6RNngSfex72A1FhrsM.css)
20:04:33	1097/1097	---M--	200	added ('OK')	image/png	etag:%22449-53768a05b0780%22	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/all/themes/gavias_mdeal/vendor/prettyphoto/images/prettyPhoto/default/sprite_x.png	C:/My%20Web%20Sites/proye/institutomisionerosmonfortianos.drelm.edu.pe/sites/all/themes/gavias_mdeal/vendor/prettyphoto/images/prettyPhoto/default/sprite_x.png	(from http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/css/css_CFc68OHR427oxxLBnFJYf2tfn6RNngSfex72A1FhrsM.css)
20:04:34	1162/1162	---M--	200	added ('OK')	image/png	etag:%2248a-53768a05b0780%22	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/all/themes/gavias_mdeal/vendor/prettyphoto/images/prettyPhoto/default/sprite_y.png	C:/My%20Web%20Sites/proye/institutomisionerosmonfortianos.drelm.edu.pe/sites/all/themes/gavias_mdeal/vendor/prettyphoto/images/prettyPhoto/default/sprite_y.png	(from http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/css/css_CFc68OHR427oxxLBnFJYf2tfn6RNngSfex72A1FhrsM.css)
20:04:34	1358/1358	---M--	200	added ('OK')	image/png	etag:%2254e-53768a05b0780%22	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/all/themes/gavias_mdeal/vendor/prettyphoto/images/prettyPhoto/default/sprite_next.png	C:/My%20Web%20Sites/proye/institutomisionerosmonfortianos.drelm.edu.pe/sites/all/themes/gavias_mdeal/vendor/prettyphoto/images/prettyPhoto/default/sprite_next.png	(from http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/css/css_CFc68OHR427oxxLBnFJYf2tfn6RNngSfex72A1FhrsM.css)
20:04:35	1376/1376	---M--	200	added ('OK')	image/png	etag:%22560-53768a05b0780%22	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/all/themes/gavias_mdeal/vendor/prettyphoto/images/prettyPhoto/default/sprite_prev.png	C:/My%20Web%20Sites/proye/institutomisionerosmonfortianos.drelm.edu.pe/sites/all/themes/gavias_mdeal/vendor/prettyphoto/images/prettyPhoto/default/sprite_prev.png	(from http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/css/css_CFc68OHR427oxxLBnFJYf2tfn6RNngSfex72A1FhrsM.css)
20:04:35	1537/1537	---M--	200	added ('OK')	image/png	etag:%22601-53768a05b0780%22	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/all/themes/gavias_mdeal/vendor/prettyphoto/images/prettyPhoto/default/default_thumb.png	C:/My%20Web%20Sites/proye/institutomisionerosmonfortianos.drelm.edu.pe/sites/all/themes/gavias_mdeal/vendor/prettyphoto/images/prettyPhoto/default/default_thumb.png	(from http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/css/css_CFc68OHR427oxxLBnFJYf2tfn6RNngSfex72A1FhrsM.css)
20:04:36	6331/6331	---M--	200	added ('OK')	image/gif	etag:%2218bb-53768a05b0780%22	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/all/themes/gavias_mdeal/vendor/prettyphoto/images/prettyPhoto/default/loader.gif	C:/My%20Web%20Sites/proye/institutomisionerosmonfortianos.drelm.edu.pe/sites/all/themes/gavias_mdeal/vendor/prettyphoto/images/prettyPhoto/default/loader.gif	(from http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/css/css_CFc68OHR427oxxLBnFJYf2tfn6RNngSfex72A1FhrsM.css)
20:04:36	4099/4099	---M--	200	added ('OK')	image/png	etag:%221003-53768a05b0780%22	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/all/themes/gavias_mdeal/vendor/prettyphoto/images/prettyPhoto/light_rounded/sprite.png	C:/My%20Web%20Sites/proye/institutomisionerosmonfortianos.drelm.edu.pe/sites/all/themes/gavias_mdeal/vendor/prettyphoto/images/prettyPhoto/light_rounded/sprite.png	(from http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/css/css_CFc68OHR427oxxLBnFJYf2tfn6RNngSfex72A1FhrsM.css)
20:04:36	1411/1411	---M--	200	added ('OK')	image/png	etag:%22583-53768a05b0780%22	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/all/themes/gavias_mdeal/vendor/prettyphoto/images/prettyPhoto/light_rounded/btnNext.png	C:/My%20Web%20Sites/proye/institutomisionerosmonfortianos.drelm.edu.pe/sites/all/themes/gavias_mdeal/vendor/prettyphoto/images/prettyPhoto/light_rounded/btnNext.png	(from http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/css/css_CFc68OHR427oxxLBnFJYf2tfn6RNngSfex72A1FhrsM.css)
20:04:37	1442/1442	---M--	200	added ('OK')	image/png	etag:%225a2-53768a05b0780%22	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/all/themes/gavias_mdeal/vendor/prettyphoto/images/prettyPhoto/light_rounded/btnPrevious.png	C:/My%20Web%20Sites/proye/institutomisionerosmonfortianos.drelm.edu.pe/sites/all/themes/gavias_mdeal/vendor/prettyphoto/images/prettyPhoto/light_rounded/btnPrevious.png	(from http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/css/css_CFc68OHR427oxxLBnFJYf2tfn6RNngSfex72A1FhrsM.css)
20:04:37	2545/2545	---M--	200	added ('OK')	image/gif	etag:%229f1-53768a05b0780%22	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/all/themes/gavias_mdeal/vendor/prettyphoto/images/prettyPhoto/light_rounded/loader.gif	C:/My%20Web%20Sites/proye/institutomisionerosmonfortianos.drelm.edu.pe/sites/all/themes/gavias_mdeal/vendor/prettyphoto/images/prettyPhoto/light_rounded/loader.gif	(from http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/css/css_CFc68OHR427oxxLBnFJYf2tfn6RNngSfex72A1FhrsM.css)
20:04:38	4076/4076	---M--	200	added ('OK')	image/png	etag:%22fec-53768a05b0780%22	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/all/themes/gavias_mdeal/vendor/prettyphoto/images/prettyPhoto/dark_rounded/sprite.png	C:/My%20Web%20Sites/proye/institutomisionerosmonfortianos.drelm.edu.pe/sites/all/themes/gavias_mdeal/vendor/prettyphoto/images/prettyPhoto/dark_rounded/sprite.png	(from http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/css/css_CFc68OHR427oxxLBnFJYf2tfn6RNngSfex72A1FhrsM.css)
20:04:38	130/130	---M--	200	added ('OK')	image/png	etag:%2282-53768a05b0780%22	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/all/themes/gavias_mdeal/vendor/prettyphoto/images/prettyPhoto/dark_rounded/contentPattern.png	C:/My%20Web%20Sites/proye/institutomisionerosmonfortianos.drelm.edu.pe/sites/all/themes/gavias_mdeal/vendor/prettyphoto/images/prettyPhoto/dark_rounded/contentPattern.png	(from http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/css/css_CFc68OHR427oxxLBnFJYf2tfn6RNngSfex72A1FhrsM.css)
20:04:39	1411/1411	---M--	200	added ('OK')	image/png	etag:%22583-53768a05b0780%22	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/all/themes/gavias_mdeal/vendor/prettyphoto/images/prettyPhoto/dark_rounded/btnNext.png	C:/My%20Web%20Sites/proye/institutomisionerosmonfortianos.drelm.edu.pe/sites/all/themes/gavias_mdeal/vendor/prettyphoto/images/prettyPhoto/dark_rounded/btnNext.png	(from http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/css/css_CFc68OHR427oxxLBnFJYf2tfn6RNngSfex72A1FhrsM.css)
20:04:39	1442/1442	---M--	200	added ('OK')	image/png	etag:%225a2-53768a05b0780%22	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/all/themes/gavias_mdeal/vendor/prettyphoto/images/prettyPhoto/dark_rounded/btnPrevious.png	C:/My%20Web%20Sites/proye/institutomisionerosmonfortianos.drelm.edu.pe/sites/all/themes/gavias_mdeal/vendor/prettyphoto/images/prettyPhoto/dark_rounded/btnPrevious.png	(from http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/css/css_CFc68OHR427oxxLBnFJYf2tfn6RNngSfex72A1FhrsM.css)
20:04:40	2545/2545	---M--	200	added ('OK')	image/gif	etag:%229f1-53768a05b0780%22	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/all/themes/gavias_mdeal/vendor/prettyphoto/images/prettyPhoto/dark_rounded/loader.gif	C:/My%20Web%20Sites/proye/institutomisionerosmonfortianos.drelm.edu.pe/sites/all/themes/gavias_mdeal/vendor/prettyphoto/images/prettyPhoto/dark_rounded/loader.gif	(from http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/css/css_CFc68OHR427oxxLBnFJYf2tfn6RNngSfex72A1FhrsM.css)
20:04:40	2545/2545	---M--	200	added ('OK')	image/gif	etag:%229f1-53768a05b0780%22	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/all/themes/gavias_mdeal/vendor/prettyphoto/images/prettyPhoto/dark_square/loader.gif	C:/My%20Web%20Sites/proye/institutomisionerosmonfortianos.drelm.edu.pe/sites/all/themes/gavias_mdeal/vendor/prettyphoto/images/prettyPhoto/dark_square/loader.gif	(from http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/css/css_CFc68OHR427oxxLBnFJYf2tfn6RNngSfex72A1FhrsM.css)
20:04:40	3507/3507	---M--	200	added ('OK')	image/png	etag:%22db3-53768a05b0780%22	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/all/themes/gavias_mdeal/vendor/prettyphoto/images/prettyPhoto/dark_square/sprite.png	C:/My%20Web%20Sites/proye/institutomisionerosmonfortianos.drelm.edu.pe/sites/all/themes/gavias_mdeal/vendor/prettyphoto/images/prettyPhoto/dark_square/sprite.png	(from http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/css/css_CFc68OHR427oxxLBnFJYf2tfn6RNngSfex72A1FhrsM.css)
20:04:41	1411/1411	---M--	200	added ('OK')	image/png	etag:%22583-53768a05b0780%22	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/all/themes/gavias_mdeal/vendor/prettyphoto/images/prettyPhoto/dark_square/btnNext.png	C:/My%20Web%20Sites/proye/institutomisionerosmonfortianos.drelm.edu.pe/sites/all/themes/gavias_mdeal/vendor/prettyphoto/images/prettyPhoto/dark_square/btnNext.png	(from http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/css/css_CFc68OHR427oxxLBnFJYf2tfn6RNngSfex72A1FhrsM.css)
20:04:41	1442/1442	---M--	200	added ('OK')	image/png	etag:%225a2-53768a05b0780%22	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/all/themes/gavias_mdeal/vendor/prettyphoto/images/prettyPhoto/dark_square/btnPrevious.png	C:/My%20Web%20Sites/proye/institutomisionerosmonfortianos.drelm.edu.pe/sites/all/themes/gavias_mdeal/vendor/prettyphoto/images/prettyPhoto/dark_square/btnPrevious.png	(from http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/css/css_CFc68OHR427oxxLBnFJYf2tfn6RNngSfex72A1FhrsM.css)
20:04:42	3507/3507	---M--	200	added ('OK')	image/png	etag:%22db3-53768a05b0780%22	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/all/themes/gavias_mdeal/vendor/prettyphoto/images/prettyPhoto/light_square/sprite.png	C:/My%20Web%20Sites/proye/institutomisionerosmonfortianos.drelm.edu.pe/sites/all/themes/gavias_mdeal/vendor/prettyphoto/images/prettyPhoto/light_square/sprite.png	(from http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/css/css_CFc68OHR427oxxLBnFJYf2tfn6RNngSfex72A1FhrsM.css)
20:04:42	1411/1411	---M--	200	added ('OK')	image/png	etag:%22583-53768a05b0780%22	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/all/themes/gavias_mdeal/vendor/prettyphoto/images/prettyPhoto/light_square/btnNext.png	C:/My%20Web%20Sites/proye/institutomisionerosmonfortianos.drelm.edu.pe/sites/all/themes/gavias_mdeal/vendor/prettyphoto/images/prettyPhoto/light_square/btnNext.png	(from http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/css/css_CFc68OHR427oxxLBnFJYf2tfn6RNngSfex72A1FhrsM.css)
20:04:42	1442/1442	---M--	200	added ('OK')	image/png	etag:%225a2-53768a05b0780%22	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/all/themes/gavias_mdeal/vendor/prettyphoto/images/prettyPhoto/light_square/btnPrevious.png	C:/My%20Web%20Sites/proye/institutomisionerosmonfortianos.drelm.edu.pe/sites/all/themes/gavias_mdeal/vendor/prettyphoto/images/prettyPhoto/light_square/btnPrevious.png	(from http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/css/css_CFc68OHR427oxxLBnFJYf2tfn6RNngSfex72A1FhrsM.css)
20:04:43	4227/4227	---M--	200	added ('OK')	image/png	etag:%221083-53768a05b0780%22	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/all/themes/gavias_mdeal/vendor/prettyphoto/images/prettyPhoto/facebook/sprite.png	C:/My%20Web%20Sites/proye/institutomisionerosmonfortianos.drelm.edu.pe/sites/all/themes/gavias_mdeal/vendor/prettyphoto/images/prettyPhoto/facebook/sprite.png	(from http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/css/css_CFc68OHR427oxxLBnFJYf2tfn6RNngSfex72A1FhrsM.css)
20:04:43	142/142	---M--	200	added ('OK')	image/png	etag:%228e-53768a05b0780%22	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/all/themes/gavias_mdeal/vendor/prettyphoto/images/prettyPhoto/facebook/contentPatternTop.png	C:/My%20Web%20Sites/proye/institutomisionerosmonfortianos.drelm.edu.pe/sites/all/themes/gavias_mdeal/vendor/prettyphoto/images/prettyPhoto/facebook/contentPatternTop.png	(from http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/css/css_CFc68OHR427oxxLBnFJYf2tfn6RNngSfex72A1FhrsM.css)
20:04:43	137/137	---M--	200	added ('OK')	image/png	etag:%2289-53768a05b0780%22	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/all/themes/gavias_mdeal/vendor/prettyphoto/images/prettyPhoto/facebook/contentPatternLeft.png	C:/My%20Web%20Sites/proye/institutomisionerosmonfortianos.drelm.edu.pe/sites/all/themes/gavias_mdeal/vendor/prettyphoto/images/prettyPhoto/facebook/contentPatternLeft.png	(from http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/css/css_CFc68OHR427oxxLBnFJYf2tfn6RNngSfex72A1FhrsM.css)
20:04:43	136/136	---M--	200	added ('OK')	image/png	etag:%2288-53768a05b0780%22	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/all/themes/gavias_mdeal/vendor/prettyphoto/images/prettyPhoto/facebook/contentPatternRight.png	C:/My%20Web%20Sites/proye/institutomisionerosmonfortianos.drelm.edu.pe/sites/all/themes/gavias_mdeal/vendor/prettyphoto/images/prettyPhoto/facebook/contentPatternRight.png	(from http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/css/css_CFc68OHR427oxxLBnFJYf2tfn6RNngSfex72A1FhrsM.css)
20:04:44	2545/2545	---M--	200	added ('OK')	image/gif	etag:%229f1-53768a05b0780%22	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/all/themes/gavias_mdeal/vendor/prettyphoto/images/prettyPhoto/facebook/loader.gif	C:/My%20Web%20Sites/proye/institutomisionerosmonfortianos.drelm.edu.pe/sites/all/themes/gavias_mdeal/vendor/prettyphoto/images/prettyPhoto/facebook/loader.gif	(from http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/css/css_CFc68OHR427oxxLBnFJYf2tfn6RNngSfex72A1FhrsM.css)
20:04:44	845/845	---M--	200	added ('OK')	image/png	etag:%2234d-53768a05b0780%22	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/all/themes/gavias_mdeal/vendor/prettyphoto/images/prettyPhoto/facebook/btnNext.png	C:/My%20Web%20Sites/proye/institutomisionerosmonfortianos.drelm.edu.pe/sites/all/themes/gavias_mdeal/vendor/prettyphoto/images/prettyPhoto/facebook/btnNext.png	(from http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/css/css_CFc68OHR427oxxLBnFJYf2tfn6RNngSfex72A1FhrsM.css)
20:04:45	828/828	---M--	200	added ('OK')	image/png	etag:%2233c-53768a05b0780%22	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/all/themes/gavias_mdeal/vendor/prettyphoto/images/prettyPhoto/facebook/btnPrevious.png	C:/My%20Web%20Sites/proye/institutomisionerosmonfortianos.drelm.edu.pe/sites/all/themes/gavias_mdeal/vendor/prettyphoto/images/prettyPhoto/facebook/btnPrevious.png	(from http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/css/css_CFc68OHR427oxxLBnFJYf2tfn6RNngSfex72A1FhrsM.css)
20:04:45	142/142	---M--	200	added ('OK')	image/png	etag:%228e-53768a05b0780%22	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/all/themes/gavias_mdeal/vendor/prettyphoto/images/prettyPhoto/facebook/contentPatternBottom.png	C:/My%20Web%20Sites/proye/institutomisionerosmonfortianos.drelm.edu.pe/sites/all/themes/gavias_mdeal/vendor/prettyphoto/images/prettyPhoto/facebook/contentPatternBottom.png	(from http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/css/css_CFc68OHR427oxxLBnFJYf2tfn6RNngSfex72A1FhrsM.css)
20:04:46	227/227	---M--	200	added ('OK')	image/gif	etag:%22e3-53768a05b0780%22	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/all/themes/gavias_mdeal/vendor/prettyphoto/images/prettyPhoto/facebook/default_thumbnail.gif	C:/My%20Web%20Sites/proye/institutomisionerosmonfortianos.drelm.edu.pe/sites/all/themes/gavias_mdeal/vendor/prettyphoto/images/prettyPhoto/facebook/default_thumbnail.gif	(from http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/css/css_CFc68OHR427oxxLBnFJYf2tfn6RNngSfex72A1FhrsM.css)
20:04:49	56780/56780	---M--	200	added ('OK')	text/html	etag:%22ddcc-53768a03c8300%22	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/all/themes/gavias_mdeal/fonts/fontawesome-webfont.woff2?v=4.3.0	C:/My%20Web%20Sites/proye/institutomisionerosmonfortianos.drelm.edu.pe/sites/all/themes/gavias_mdeal/fonts/fontawesome-webfonte0a5.html	(from http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/css/css_CFc68OHR427oxxLBnFJYf2tfn6RNngSfex72A1FhrsM.css)
20:04:52	60767/60767	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22ed5f-53768a03c8300%22	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/all/themes/gavias_mdeal/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/proye/institutomisionerosmonfortianos.drelm.edu.pe/sites/all/themes/gavias_mdeal/fonts/fontawesome-webfontd41d.eot	(from http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/css/css_CFc68OHR427oxxLBnFJYf2tfn6RNngSfex72A1FhrsM.css)
20:04:57	60767/60767	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22ed5f-53768a03c8300%22	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/all/themes/gavias_mdeal/fonts/fontawesome-webfont.eot?v=4.3.0	C:/My%20Web%20Sites/proye/institutomisionerosmonfortianos.drelm.edu.pe/sites/all/themes/gavias_mdeal/fonts/fontawesome-webfonte0a5.eot	(from http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/css/css_CFc68OHR427oxxLBnFJYf2tfn6RNngSfex72A1FhrsM.css)
